SampleID,Location,Soil,Status,Planting,Breeding
360,Guizhou,Loam,Diseased,Monoculture,Unclear
361,Guizhou,Loam,Diseased,Monoculture,Unclear
362,Guizhou,Loam,Diseased,Monoculture,Unclear
363,Guizhou,Loam,Diseased,Monoculture,Unclear
364,Guizhou,Loam,Diseased,Monoculture,Unclear
365,Guizhou,Loam,Diseased,Monoculture,Weiyu5
366,Guizhou,Loam,Diseased,Monoculture,Weiyu5
367,Guizhou,Loam,Diseased,Monoculture,Weiyu5
368,Guizhou,Loam,Diseased,Monoculture,Weiyu5
369,Guizhou,Loam,Diseased,Monoculture,Weiyu5
370,Guizhou,Loam,Diseased,Monoculture,Weiyu5
371,Guizhou,Loam,Diseased,Monoculture,Weiyu5
372,Guizhou,Loam,Diseased,Monoculture,Weiyu5
373,Guizhou,Loam,Diseased,Monoculture,Weiyu5
374,Guizhou,Loam,Diseased,Monoculture,Weiyu5
375,Guizhou,Loam,Diseased,Intercropping,Unclear
376,Guizhou,Loam,Diseased,Intercropping,Unclear
377,Guizhou,Loam,Diseased,Intercropping,Unclear
378,Guizhou,Loam,Diseased,Intercropping,Unclear
379,Guizhou,Loam,Diseased,Intercropping,Unclear
380,Guizhou,Loam,Diseased,Monoculture,Qingshu9
381,Guizhou,Loam,Diseased,Monoculture,Qingshu9
382,Guizhou,Loam,Diseased,Monoculture,Qingshu9
383,Guizhou,Loam,Diseased,Monoculture,Qingshu9
384,Guizhou,Loam,Diseased,Monoculture,Qingshu9
385,Guizhou,Loam,Healthy,Intercropping,Weiyu5
386,Guizhou,Loam,Healthy,Intercropping,Weiyu5
387,Guizhou,Loam,Healthy,Intercropping,Weiyu5
388,Guizhou,Loam,Healthy,Intercropping,Weiyu5
389,Guizhou,Loam,Healthy,Intercropping,Weiyu5
390,Guizhou,Loam,Diseased,Monoculture,Weiyu3
391,Guizhou,Loam,Diseased,Monoculture,Weiyu3
392,Guizhou,Loam,Diseased,Monoculture,Weiyu3
393,Guizhou,Loam,Diseased,Monoculture,Weiyu3
394,Guizhou,Loam,Diseased,Monoculture,Weiyu3
395,Guizhou,Loam,Diseased,Monoculture,Weiyu3
396,Guizhou,Loam,Diseased,Monoculture,Weiyu3
397,Guizhou,Loam,Diseased,Monoculture,Weiyu3
398,Guizhou,Loam,Diseased,Monoculture,Weiyu3
399,Guizhou,Loam,Diseased,Monoculture,Weiyu3
400,Guizhou,Loam,Diseased,Monoculture,Weiyu5
401,Guizhou,Loam,Diseased,Monoculture,Weiyu5
402,Guizhou,Loam,Diseased,Monoculture,Weiyu5
403,Guizhou,Loam,Diseased,Monoculture,Weiyu5
404,Guizhou,Loam,Diseased,Monoculture,Weiyu5
405,Guizhou,Loam,Diseased,Monoculture,Qingshu9
406,Guizhou,Loam,Diseased,Monoculture,Qingshu9
407,Guizhou,Loam,Diseased,Monoculture,Qingshu9
408,Guizhou,Loam,Diseased,Monoculture,Qingshu9
409,Guizhou,Loam,Diseased,Monoculture,Qingshu9
410,Guizhou,Loam,Diseased,Monoculture,Weiyu5
411,Guizhou,Loam,Diseased,Monoculture,Weiyu5
412,Guizhou,Loam,Diseased,Monoculture,Weiyu5
413,Guizhou,Loam,Diseased,Monoculture,Weiyu5
414,Guizhou,Loam,Diseased,Monoculture,Weiyu5
415,Guizhou,Loam,Diseased,Intercropping,Weiyu5
416,Guizhou,Loam,Diseased,Intercropping,Weiyu5
417,Guizhou,Loam,Diseased,Intercropping,Weiyu5
418,Guizhou,Loam,Diseased,Intercropping,Weiyu5
419,Guizhou,Loam,Diseased,Intercropping,Weiyu5
420,Guizhou,Loam,Diseased,Monoculture,Weiyu5
421,Guizhou,Loam,Diseased,Monoculture,Weiyu5
422,Guizhou,Loam,Diseased,Monoculture,Weiyu5
423,Guizhou,Loam,Diseased,Monoculture,Weiyu5
424,Guizhou,Loam,Diseased,Monoculture,Weiyu5
425,Guizhou,Loam,Healthy,Intercropping,Unclear
426,Guizhou,Loam,Healthy,Intercropping,Unclear
427,Guizhou,Loam,Healthy,Intercropping,Unclear
428,Guizhou,Loam,Healthy,Intercropping,Unclear
429,Guizhou,Loam,Healthy,Intercropping,Unclear
430,Guizhou,Loam,Diseased,Intercropping,Weiyu5
431,Guizhou,Loam,Diseased,Intercropping,Weiyu5
432,Guizhou,Loam,Diseased,Intercropping,Weiyu5
433,Guizhou,Loam,Diseased,Intercropping,Weiyu5
434,Guizhou,Loam,Diseased,Intercropping,Weiyu5
435,Guizhou,Loam,Diseased,Monoculture,Weiyu5
436,Guizhou,Loam,Diseased,Monoculture,Weiyu5
437,Guizhou,Loam,Diseased,Monoculture,Weiyu5
438,Guizhou,Loam,Diseased,Monoculture,Weiyu5
439,Guizhou,Loam,Diseased,Monoculture,Weiyu5
440,Guizhou,Loam,Diseased,Intercropping,Qingshu9
441,Guizhou,Loam,Diseased,Intercropping,Qingshu9
442,Guizhou,Loam,Diseased,Intercropping,Qingshu9
443,Guizhou,Loam,Diseased,Intercropping,Qingshu9
444,Guizhou,Loam,Diseased,Intercropping,Qingshu9
445,Guizhou,Loam,Diseased,Monoculture,Qingshu9
446,Guizhou,Loam,Diseased,Monoculture,Qingshu9
447,Guizhou,Loam,Diseased,Monoculture,Qingshu9
448,Guizhou,Loam,Diseased,Monoculture,Qingshu9
449,Guizhou,Loam,Diseased,Monoculture,Qingshu9
450,Guizhou,Loam,Diseased,Monoculture,Qingshu9
451,Guizhou,Loam,Diseased,Monoculture,Qingshu9
452,Guizhou,Loam,Diseased,Monoculture,Qingshu9
453,Guizhou,Loam,Diseased,Monoculture,Qingshu9
454,Guizhou,Loam,Diseased,Monoculture,Qingshu9
455,Guizhou,Loam,Diseased,Monoculture,Weiyu3
456,Guizhou,Loam,Diseased,Monoculture,Weiyu3
457,Guizhou,Loam,Diseased,Monoculture,Weiyu3
458,Guizhou,Loam,Diseased,Monoculture,Weiyu3
459,Guizhou,Loam,Diseased,Monoculture,Weiyu3
460,Guizhou,Loam,Diseased,Monoculture,Qingshu9
461,Guizhou,Loam,Diseased,Monoculture,Qingshu9
462,Guizhou,Loam,Diseased,Monoculture,Qingshu9
463,Guizhou,Loam,Diseased,Monoculture,Qingshu9
464,Guizhou,Loam,Diseased,Monoculture,Qingshu9
465,Guizhou,Loam,Diseased,Monoculture,Qingshu9
466,Guizhou,Loam,Diseased,Monoculture,Qingshu9
467,Guizhou,Loam,Diseased,Monoculture,Qingshu9
468,Guizhou,Loam,Diseased,Monoculture,Qingshu9
469,Guizhou,Loam,Diseased,Monoculture,Qingshu9
470,Guizhou,Loam,Diseased,Monoculture,Qingshu9
471,Guizhou,Loam,Diseased,Monoculture,Qingshu9
472,Guizhou,Loam,Diseased,Monoculture,Qingshu9
473,Guizhou,Loam,Diseased,Monoculture,Qingshu9
474,Guizhou,Loam,Diseased,Monoculture,Qingshu9
475,Guizhou,Loam,Diseased,Monoculture,Qingshu9
476,Guizhou,Loam,Diseased,Monoculture,Qingshu9
477,Guizhou,Loam,Diseased,Monoculture,Qingshu9
478,Guizhou,Loam,Diseased,Monoculture,Qingshu9
479,Guizhou,Loam,Diseased,Monoculture,Qingshu9
480,Guizhou,Loam,Diseased,Monoculture,Weiyu5
481,Guizhou,Loam,Diseased,Monoculture,Weiyu5
482,Guizhou,Loam,Diseased,Monoculture,Weiyu5
483,Guizhou,Loam,Diseased,Monoculture,Weiyu5
484,Guizhou,Loam,Diseased,Monoculture,Weiyu5
485,Guizhou,Loam,Diseased,Intercropping,Weiyu5
486,Guizhou,Loam,Diseased,Intercropping,Weiyu5
487,Guizhou,Loam,Diseased,Intercropping,Weiyu5
488,Guizhou,Loam,Diseased,Intercropping,Weiyu5
489,Guizhou,Loam,Diseased,Intercropping,Weiyu5
490,Yunnan,Loam,Diseased,Monoculture,Qingshu9
491,Yunnan,Loam,Diseased,Monoculture,Qingshu9
492,Yunnan,Loam,Diseased,Monoculture,Qingshu9
493,Yunnan,Loam,Diseased,Monoculture,Qingshu9
494,Yunnan,Loam,Diseased,Monoculture,Qingshu9
495,Yunnan,Loam,Diseased,Monoculture,Unclear
496,Yunnan,Loam,Diseased,Monoculture,Unclear
497,Yunnan,Loam,Diseased,Monoculture,Unclear
498,Yunnan,Loam,Diseased,Monoculture,Unclear
499,Yunnan,Loam,Diseased,Monoculture,Unclear
500,Yunnan,Loam,Diseased,Monoculture,Qingshu9
501,Yunnan,Loam,Diseased,Monoculture,Qingshu9
502,Yunnan,Loam,Diseased,Monoculture,Qingshu9
503,Yunnan,Loam,Diseased,Monoculture,Qingshu9
504,Yunnan,Loam,Diseased,Monoculture,Qingshu9
505,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
506,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
507,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
508,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
509,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
510,Yunnan,Loam,Diseased,Monoculture,Xuanshu5
511,Yunnan,Loam,Diseased,Monoculture,Xuanshu5
512,Yunnan,Loam,Diseased,Monoculture,Xuanshu5
513,Yunnan,Loam,Diseased,Monoculture,Xuanshu5
514,Yunnan,Loam,Diseased,Monoculture,Xuanshu5
515,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
516,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
517,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
518,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
519,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
520,Yunnan,Loam,Diseased,Monoculture,Dianshu6
521,Yunnan,Loam,Diseased,Monoculture,Dianshu6
522,Yunnan,Loam,Diseased,Monoculture,Dianshu6
523,Yunnan,Loam,Diseased,Monoculture,Dianshu6
524,Yunnan,Loam,Diseased,Monoculture,Dianshu6
525,Yunnan,Loam,Diseased,Monoculture,Dianshu6
526,Yunnan,Loam,Diseased,Monoculture,Dianshu6
527,Yunnan,Loam,Diseased,Monoculture,Dianshu6
528,Yunnan,Loam,Diseased,Monoculture,Dianshu6
529,Yunnan,Loam,Diseased,Monoculture,Dianshu6
530,Yunnan,Loam,Diseased,Intercropping,Yunshu505
531,Yunnan,Loam,Diseased,Intercropping,Yunshu505
532,Yunnan,Loam,Diseased,Intercropping,Yunshu505
533,Yunnan,Loam,Diseased,Intercropping,Yunshu505
534,Yunnan,Loam,Diseased,Intercropping,Yunshu505
535,Yunnan,Loam,Diseased,Monoculture,Hui2
536,Yunnan,Loam,Diseased,Monoculture,Hui2
537,Yunnan,Loam,Diseased,Monoculture,Hui2
538,Yunnan,Loam,Diseased,Monoculture,Hui2
539,Yunnan,Loam,Diseased,Monoculture,Hui2
540,Yunnan,Loam,Diseased,Monoculture,Yunshu505
541,Yunnan,Loam,Diseased,Monoculture,Yunshu505
542,Yunnan,Loam,Diseased,Monoculture,Yunshu505
543,Yunnan,Loam,Diseased,Monoculture,Yunshu505
544,Yunnan,Loam,Diseased,Monoculture,Yunshu505
545,Yunnan,Loam,Diseased,Monoculture,Hezuo88
546,Yunnan,Loam,Diseased,Monoculture,Hezuo88
547,Yunnan,Loam,Diseased,Monoculture,Hezuo88
548,Yunnan,Loam,Diseased,Monoculture,Hezuo88
549,Yunnan,Loam,Diseased,Monoculture,Hezuo88
550,Yunnan,Loam,Diseased,Monoculture,Yunshu304
551,Yunnan,Loam,Diseased,Monoculture,Yunshu304
552,Yunnan,Loam,Diseased,Monoculture,Yunshu304
553,Yunnan,Loam,Diseased,Monoculture,Yunshu304
554,Yunnan,Loam,Diseased,Monoculture,Yunshu304
555,Yunnan,Loam,Healthy,Monoculture,Yunshu505
556,Yunnan,Loam,Healthy,Monoculture,Yunshu505
557,Yunnan,Loam,Healthy,Monoculture,Yunshu505
558,Yunnan,Loam,Healthy,Monoculture,Yunshu505
559,Yunnan,Loam,Healthy,Monoculture,Yunshu505
560,Yunnan,Loam,Healthy,Monoculture,Yunshu505
561,Yunnan,Loam,Healthy,Monoculture,Yunshu505
562,Yunnan,Loam,Healthy,Monoculture,Yunshu505
563,Yunnan,Loam,Healthy,Monoculture,Yunshu505
564,Yunnan,Loam,Healthy,Monoculture,Yunshu505
565,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
566,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
567,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
568,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
569,Yunnan,Loam,Diseased,Monoculture,Xuanshu2
570,Yunnan,Loam,Diseased,Monoculture,Hui2
571,Yunnan,Loam,Diseased,Monoculture,Hui2
572,Yunnan,Loam,Diseased,Monoculture,Hui2
573,Yunnan,Loam,Diseased,Monoculture,Hui2
574,Yunnan,Loam,Diseased,Monoculture,Hui2
575,Yunnan,Loam,Diseased,Monoculture,Qingshu9
576,Yunnan,Loam,Diseased,Monoculture,Qingshu9
577,Yunnan,Loam,Diseased,Monoculture,Qingshu9
578,Yunnan,Loam,Diseased,Monoculture,Qingshu9
579,Yunnan,Loam,Diseased,Monoculture,Qingshu9
580,Yunnan,Loam,Diseased,Monoculture,Unclear
581,Yunnan,Loam,Diseased,Monoculture,Unclear
582,Yunnan,Loam,Diseased,Monoculture,Unclear
583,Yunnan,Loam,Diseased,Monoculture,Unclear
584,Yunnan,Loam,Diseased,Monoculture,Unclear
585,Yunnan,Loam,Diseased,Monoculture,Qingshu9
586,Yunnan,Loam,Diseased,Monoculture,Qingshu9
587,Yunnan,Loam,Diseased,Monoculture,Qingshu9
588,Yunnan,Loam,Diseased,Monoculture,Qingshu9
589,Yunnan,Loam,Diseased,Monoculture,Qingshu9
590,Yunnan,Loam,Diseased,Monoculture,Weiyu3
591,Yunnan,Loam,Diseased,Monoculture,Weiyu3
592,Yunnan,Loam,Diseased,Monoculture,Weiyu3
593,Yunnan,Loam,Diseased,Monoculture,Weiyu3
594,Yunnan,Loam,Diseased,Monoculture,Weiyu3
595,Yunnan,Loam,Diseased,Monoculture,Yunshu401
596,Yunnan,Loam,Diseased,Monoculture,Yunshu401
597,Yunnan,Loam,Diseased,Monoculture,Yunshu401
598,Yunnan,Loam,Diseased,Monoculture,Yunshu401
599,Yunnan,Loam,Diseased,Monoculture,Yunshu401
600,Yunnan,Loam,Diseased,Monoculture,Yunshu401
601,Yunnan,Loam,Diseased,Monoculture,Yunshu401
602,Yunnan,Loam,Diseased,Monoculture,Yunshu401
603,Yunnan,Loam,Diseased,Monoculture,Yunshu401
604,Yunnan,Loam,Diseased,Monoculture,Yunshu401
605,Yunnan,Loam,Diseased,Intercropping,Qingshu9
606,Yunnan,Loam,Diseased,Intercropping,Qingshu9
607,Yunnan,Loam,Diseased,Intercropping,Qingshu9
608,Yunnan,Loam,Diseased,Intercropping,Qingshu9
609,Yunnan,Loam,Diseased,Intercropping,Qingshu9
610,Yunnan,Loam,Diseased,Monoculture,Hezuo88
611,Yunnan,Loam,Diseased,Monoculture,Hezuo88
612,Yunnan,Loam,Diseased,Monoculture,Hezuo88
613,Yunnan,Loam,Diseased,Monoculture,Hezuo88
614,Yunnan,Loam,Diseased,Monoculture,Hezuo88
615,Guangdong,Loam,Healthy,Monoculture,Favorita
616,Guangdong,Loam,Healthy,Monoculture,Favorita
617,Guangdong,Loam,Healthy,Monoculture,Favorita
618,Guangdong,Loam,Healthy,Monoculture,Favorita
619,Guangdong,Loam,Healthy,Monoculture,Favorita
620,Guangdong,Loam,Healthy,Monoculture,Favorita
621,Guangdong,Loam,Healthy,Monoculture,Favorita
622,Guangdong,Loam,Healthy,Monoculture,Favorita
623,Guangdong,Loam,Healthy,Monoculture,Favorita
624,Guangdong,Loam,Healthy,Monoculture,Favorita
625,Guangdong,SandyLoam,Healthy,Monoculture,Netherlands15
626,Guangdong,SandyLoam,Healthy,Monoculture,Netherlands15
627,Guangdong,SandyLoam,Healthy,Monoculture,Netherlands15
628,Guangdong,SandyLoam,Healthy,Monoculture,Netherlands15
629,Guangdong,SandyLoam,Healthy,Monoculture,Netherlands15
630,Guangxi,Loam,Healthy,Monoculture,Favorita
631,Guangxi,Loam,Healthy,Monoculture,Favorita
632,Guangxi,Loam,Healthy,Monoculture,Favorita
633,Guangxi,Loam,Healthy,Monoculture,Favorita
634,Guangxi,Loam,Healthy,Monoculture,Favorita
635,Guangxi,Loam,Healthy,Monoculture,Favorita
636,Guangxi,Loam,Healthy,Monoculture,Favorita
637,Guangxi,Loam,Healthy,Monoculture,Favorita
638,Guangxi,Loam,Healthy,Monoculture,Favorita
639,Guangxi,Loam,Healthy,Monoculture,Favorita
640,Guangxi,Loam,Healthy,Monoculture,Netherlands15
641,Guangxi,Loam,Healthy,Monoculture,Netherlands15
642,Guangxi,Loam,Healthy,Monoculture,Netherlands15
643,Guangxi,Loam,Healthy,Monoculture,Netherlands15
644,Guangxi,Loam,Healthy,Monoculture,Netherlands15
645,Guangxi,Loam,Healthy,Monoculture,Netherlands15
646,Guangxi,Loam,Healthy,Monoculture,Netherlands15
647,Guangxi,Loam,Healthy,Monoculture,Netherlands15
648,Guangxi,Loam,Healthy,Monoculture,Netherlands15
649,Guangxi,Loam,Healthy,Monoculture,Netherlands15
650,Guangxi,Loam,Healthy,Monoculture,Favorita
651,Guangxi,Loam,Healthy,Monoculture,Favorita
652,Guangxi,Loam,Healthy,Monoculture,Favorita
653,Guangxi,Loam,Healthy,Monoculture,Favorita
654,Guangxi,Loam,Healthy,Monoculture,Favorita
655,Sichuan,Clay,Diseased,Intercropping,Qingshu9
656,Sichuan,Clay,Diseased,Intercropping,Qingshu9
657,Sichuan,Clay,Diseased,Intercropping,Qingshu9
658,Sichuan,Clay,Diseased,Intercropping,Qingshu9
659,Sichuan,Clay,Diseased,Intercropping,Qingshu9
660,Sichuan,Loam,Healthy,Intercropping,Qingshu9
661,Sichuan,Loam,Healthy,Intercropping,Qingshu9
662,Sichuan,Loam,Healthy,Intercropping,Qingshu9
663,Sichuan,Loam,Healthy,Intercropping,Qingshu9
664,Sichuan,Loam,Healthy,Intercropping,Qingshu9
665,Sichuan,Loam,Healthy,Monoculture,Qingshu9
666,Sichuan,Loam,Healthy,Monoculture,Qingshu9
667,Sichuan,Loam,Healthy,Monoculture,Qingshu9
668,Sichuan,Loam,Healthy,Monoculture,Qingshu9
669,Sichuan,Loam,Healthy,Monoculture,Qingshu9
670,Sichuan,Loam,Diseased,Monoculture,Qingshu9
671,Sichuan,Loam,Diseased,Monoculture,Qingshu9
672,Sichuan,Loam,Diseased,Monoculture,Qingshu9
673,Sichuan,Loam,Diseased,Monoculture,Qingshu9
674,Sichuan,Loam,Diseased,Monoculture,Qingshu9
675,Sichuan,Loam,Diseased,Monoculture,Qingshu9
676,Sichuan,Loam,Diseased,Monoculture,Qingshu9
677,Sichuan,Loam,Diseased,Monoculture,Qingshu9
678,Sichuan,Loam,Diseased,Monoculture,Qingshu9
679,Sichuan,Loam,Diseased,Monoculture,Qingshu9
680,Sichuan,Loam,Diseased,Monoculture,Mila
681,Sichuan,Loam,Diseased,Monoculture,Mila
682,Sichuan,Loam,Diseased,Monoculture,Mila
683,Sichuan,Loam,Diseased,Monoculture,Mila
684,Sichuan,Loam,Diseased,Monoculture,Mila
685,Sichuan,Loam,Diseased,Monoculture,Qingshu9
686,Sichuan,Loam,Diseased,Monoculture,Qingshu9
687,Sichuan,Loam,Diseased,Monoculture,Qingshu9
688,Sichuan,Loam,Diseased,Monoculture,Qingshu9
689,Sichuan,Loam,Diseased,Monoculture,Qingshu9
690,Sichuan,Loam,Diseased,Monoculture,Qingshu9
691,Sichuan,Loam,Diseased,Monoculture,Qingshu9
692,Sichuan,Loam,Diseased,Monoculture,Qingshu9
693,Sichuan,Loam,Diseased,Monoculture,Qingshu9
694,Sichuan,Loam,Diseased,Monoculture,Qingshu9
695,Chongqing,Loam,Healthy,Monoculture,Eshu10
696,Chongqing,Loam,Healthy,Monoculture,Eshu10
697,Chongqing,Loam,Healthy,Monoculture,Eshu10
698,Chongqing,Loam,Healthy,Monoculture,Eshu10
699,Chongqing,Loam,Healthy,Monoculture,Eshu10
700,Chongqing,Loam,Healthy,Intercropping,Qingshu9
701,Chongqing,Loam,Healthy,Intercropping,Qingshu9
702,Chongqing,Loam,Healthy,Intercropping,Qingshu9
703,Chongqing,Loam,Healthy,Intercropping,Qingshu9
704,Chongqing,Loam,Healthy,Intercropping,Qingshu9
705,Chongqing,Loam,Diseased,Intercropping,Mila
706,Chongqing,Loam,Diseased,Intercropping,Mila
707,Chongqing,Loam,Diseased,Intercropping,Mila
708,Chongqing,Loam,Diseased,Intercropping,Mila
709,Chongqing,Loam,Diseased,Intercropping,Mila
710,Chongqing,Loam,Healthy,Monoculture,Mila
711,Chongqing,Loam,Healthy,Monoculture,Mila
712,Chongqing,Loam,Healthy,Monoculture,Mila
713,Chongqing,Loam,Healthy,Monoculture,Mila
714,Chongqing,Loam,Healthy,Monoculture,Mila
715,Chongqing,Loam,Healthy,Intercropping,Qingshu9
716,Chongqing,Loam,Healthy,Intercropping,Qingshu9
717,Chongqing,Loam,Healthy,Intercropping,Qingshu9
718,Chongqing,Loam,Healthy,Intercropping,Qingshu9
719,Chongqing,Loam,Healthy,Intercropping,Qingshu9
720,Chongqing,Loam,Diseased,Intercropping,Unclear
721,Chongqing,Loam,Diseased,Intercropping,Unclear
722,Chongqing,Loam,Diseased,Intercropping,Unclear
723,Chongqing,Loam,Diseased,Intercropping,Unclear
724,Chongqing,Loam,Diseased,Intercropping,Unclear
